Saliency Map Path,Label
image_figures_0.png,"""military uniform"","
image_figures_1.png,"""geyser"","
image_figures_2.png,"""brambling"","
image_figures_3.png,"""geyser"","
image_figures_4.png,"""plate"","
image_figures_5.png,"""geyser"","
image_figures_6.png,"""altar"","
image_figures_7.png,"""teapot"","
image_figures_8.png,"""stretcher"","
image_figures_9.png,"""geyser"","
image_figures_10.png,"""plate"","
image_figures_11.png,"""geyser"","
image_figures_12.png,"""geyser"","
image_figures_13.png,"""stretcher"","
image_figures_14.png,"""plow"","
image_figures_15.png,"""airship"","
image_figures_16.png,"""waste container"","
image_figures_17.png,"""geyser"","
image_figures_18.png,"""geyser"","
image_figures_19.png,"""taxicab"","
image_figures_20.png,"""geyser"","
image_figures_21.png,"""dog sled"","
image_figures_22.png,"""geyser"","
image_figures_23.png,"""geyser"","
image_figures_24.png,"""geyser"","
image_figures_25.png,"""brambling"","
image_figures_26.png,"""brambling"","
image_figures_27.png,"""sink"","
image_figures_28.png,"""barn spider"","
image_figures_29.png,"""library"","
image_figures_30.png,"""brambling"","
image_figures_31.png,"""geyser"","
image_figures_32.png,"""coral reef"","
image_figures_33.png,"""airship"","
image_figures_34.png,"""brambling"","
image_figures_35.png,"""meatloaf"","
image_figures_36.png,"""library"","
image_figures_37.png,"""library"","
image_figures_38.png,"""airship"","
image_figures_39.png,"""brambling"","
image_figures_40.png,"""brambling"","
image_figures_41.png,"""brambling"","
image_figures_42.png,"""library"","
image_figures_43.png,"""geyser"","
image_figures_44.png,"""airship"","
image_figures_45.png,"""dishwasher"","
image_figures_46.png,"""sea anemone"","
image_figures_47.png,"""altar"","
image_figures_48.png,"""library"","
image_figures_49.png,"""mop"","
image_figures_50.png,"""brambling"","
image_figures_51.png,"""airship"","
image_figures_52.png,"""plow"","
image_figures_53.png,"""loupe"","
image_figures_54.png,"""brambling"","
image_figures_55.png,"""brambling"","
image_figures_56.png,"""plate"","
image_figures_57.png,"""plate"","
image_figures_58.png,"""geyser"","
image_figures_59.png,"""brambling"","
image_figures_60.png,"""plow"","
image_figures_61.png,"""couch"","
image_figures_62.png,"""plate"","
image_figures_63.png,"""brambling"","
image_figures_64.png,"""water bottle"","
image_figures_65.png,"""brambling"","
image_figures_66.png,"""geyser"","
image_figures_67.png,"""stage"","
image_figures_68.png,"""sandal"","
image_figures_69.png,"""stretcher"","
image_figures_70.png,"""library"","
image_figures_71.png,"""couch"","
image_figures_72.png,"""plate"","
image_figures_73.png,"""geyser"","
image_figures_74.png,"""plow"","
image_figures_75.png,"""plow"","
image_figures_76.png,"""sink"","
image_figures_77.png,"""library"","
image_figures_78.png,"""brambling"","
image_figures_79.png,"""wool"","
image_figures_80.png,"""couch"","
image_figures_81.png,"""geyser"","
image_figures_82.png,"""water bottle"","
image_figures_83.png,"""waste container"","
image_figures_84.png,"""car mirror"","
image_figures_85.png,"""spotted salamander"","
image_figures_86.png,"""stage"","
image_figures_87.png,"""notebook computer"","
image_figures_88.png,"""brambling"","
image_figures_89.png,"""fire screen sheet"","
image_figures_90.png,"""airship"","
image_figures_91.png,"""plow"","
image_figures_92.png,"""geyser"","
image_figures_93.png,"""hen-of-the-woods"","
image_figures_94.png,"""geyser"","
image_figures_95.png,"""wardrobe"","
image_figures_96.png,"""water jug"","
image_figures_97.png,"""car mirror"","
image_figures_98.png,"""airship"","
image_figures_99.png,"""crane (machine)"","
image_figures_100.png,"""grille"","
image_figures_101.png,"""strainer"","
image_figures_102.png,"""dough"","
image_figures_103.png,"""smooth newt"","
image_figures_104.png,"""dough"","
image_figures_105.png,"""dough"","
image_figures_106.png,"""cup"","
image_figures_107.png,"""dough"","
image_figures_108.png,"""bolete"","
image_figures_109.png,"""sink"","
image_figures_110.png,"""taxicab"","
image_figures_111.png,"""gas pump"","
image_figures_112.png,"""stretcher"","
image_figures_113.png,"""notebook computer"","
image_figures_114.png,"""notebook computer"","
image_figures_115.png,"""sea slug"","
image_figures_116.png,"""altar"","
image_figures_117.png,"""coral reef"","
image_figures_118.png,"""newt"","
image_figures_119.png,"""paper knife"","
image_figures_120.png,"""geyser"","
image_figures_121.png,"""dough"","
image_figures_122.png,"""container ship"","
image_figures_123.png,"""lakeshore"","
image_figures_124.png,"""beer glass"","
image_figures_125.png,"""smooth newt"","
image_figures_126.png,"""geyser"","
image_figures_127.png,"""lakeshore"","
image_figures_128.png,"""disc brake"","
image_figures_129.png,"""altar"","
image_figures_130.png,"""plate"","
image_figures_131.png,"""bottle cap"","
image_figures_132.png,"""couch"","
image_figures_133.png,"""kite"","
image_figures_134.png,"""plow"","
image_figures_135.png,"""freight car"","
image_figures_136.png,"""stage"","
image_figures_137.png,"""stretcher"","
image_figures_138.png,"""black stork"","
image_figures_139.png,"""newt"","
image_figures_140.png,"""dishcloth"","
image_figures_141.png,"""remote control"","
image_figures_142.png,"""plastic bag"","
image_figures_143.png,"""sink"","
image_figures_144.png,"""spotlight"","
image_figures_145.png,"""tool kit"","
image_figures_146.png,"""taxicab"","
image_figures_147.png,"""grille"","
image_figures_148.png,"""beer glass"","
image_figures_149.png,"""geyser"","
image_figures_150.png,"""remote control"","
image_figures_151.png,"""plow"","
image_figures_152.png,"""geyser"","
image_figures_153.png,"""combination lock"","
image_figures_154.png,"""geyser"","
image_figures_155.png,"""altar"","
image_figures_156.png,"""fire engine"","
image_figures_157.png,"""station wagon"","
image_figures_158.png,"""valley"","
image_figures_159.png,"""shower curtain"","
image_figures_160.png,"""fountain"","
image_figures_161.png,"""stage"","
image_figures_162.png,"""paper knife"","
image_figures_163.png,"""pickup truck"","
image_figures_164.png,"""space heater"","
image_figures_165.png,"""space heater"","
image_figures_166.png,"""hen-of-the-woods"","
image_figures_167.png,"""stage"","
image_figures_168.png,"""wardrobe"","
image_figures_169.png,"""geyser"","
image_figures_170.png,"""taxicab"","
image_figures_171.png,"""electric fan"","
image_figures_172.png,"""hen-of-the-woods"","
image_figures_173.png,"""valley"","
image_figures_174.png,"""fountain"","
image_figures_175.png,"""spotted salamander"","
image_figures_176.png,"""fire engine"","
image_figures_177.png,"""geyser"","
image_figures_178.png,"""packet"","
image_figures_179.png,"""car mirror"","
image_figures_180.png,"""geyser"","
image_figures_181.png,"""sea anemone"","
image_figures_182.png,"""geyser"","
image_figures_183.png,"""valley"","
image_figures_184.png,"""valley"","
image_figures_185.png,"""stage"","
image_figures_186.png,"""couch"","
image_figures_187.png,"""plow"","
image_figures_188.png,"""paper knife"","
image_figures_189.png,"""crane (machine)"","
image_figures_190.png,"""stretcher"","
image_figures_191.png,"""couch"","
image_figures_192.png,"""tool kit"","
image_figures_193.png,"""cock"","
image_figures_194.png,"""station wagon"","
image_figures_195.png,"""daisy"","
image_figures_196.png,"""geyser"","
image_figures_197.png,"""rocking chair"","
image_figures_198.png,"""valley"","
image_figures_199.png,"""car mirror"","
image_figures_200.png,"""sink"","
image_figures_201.png,"""fire engine"","
image_figures_202.png,"""ruffed grouse"","
image_figures_203.png,"""geyser"","
image_figures_204.png,"""sink"","
image_figures_205.png,"""stage"","
image_figures_206.png,"""chime"","
image_figures_207.png,"""geyser"","
image_figures_208.png,"""paper knife"","
image_figures_209.png,"""dough"","
image_figures_210.png,"""indigo bunting"","
image_figures_211.png,"""radio"","
image_figures_212.png,"""beer bottle"","
image_figures_213.png,"""scuba diver"","
image_figures_214.png,"""space bar"","
image_figures_215.png,"""plate"","
image_figures_216.png,"""plow"","
image_figures_217.png,"""library"","
image_figures_218.png,"""brambling"","
image_figures_219.png,"""geyser"","
image_figures_220.png,"""honeycomb"","
image_figures_221.png,"""mop"","
image_figures_222.png,"""airship"","
image_figures_223.png,"""plate"","
image_figures_224.png,"""whistle"","
image_figures_225.png,"""airship"","
image_figures_226.png,"""brambling"","
image_figures_227.png,"""airship"","
image_figures_228.png,"""brambling"","
image_figures_229.png,"""brambling"","
image_figures_230.png,"""brambling"","
image_figures_231.png,"""brambling"","
image_figures_232.png,"""airship"","
image_figures_233.png,"""brambling"","
image_figures_234.png,"""geyser"","
image_figures_235.png,"""geyser"","
image_figures_236.png,"""library"","
image_figures_237.png,"""mop"","
image_figures_238.png,"""airship"","
image_figures_239.png,"""airship"","
image_figures_240.png,"""brambling"","
image_figures_241.png,"""dough"","
image_figures_242.png,"""geyser"","
image_figures_243.png,"""lakeshore"","
image_figures_244.png,"""mop"","
image_figures_245.png,"""wooden spoon"","
image_figures_246.png,"""couch"","
image_figures_247.png,"""freight car"","
image_figures_248.png,"""plow"","
image_figures_249.png,"""brambling"","
image_figures_250.png,"""brambling"","
image_figures_251.png,"""electric fan"","
image_figures_252.png,"""rocking chair"","
image_figures_253.png,"""duck"","
image_figures_254.png,"""notebook computer"","
image_figures_255.png,"""television"","
image_figures_256.png,"""corn"","
image_figures_257.png,"""sink"","
image_figures_258.png,"""sawmill"","
image_figures_259.png,"""plow"","
image_figures_260.png,"""freight car"","
image_figures_261.png,"""geyser"","
image_figures_262.png,"""water bottle"","
image_figures_263.png,"""sea anemone"","
image_figures_264.png,"""sea anemone"","
image_figures_265.png,"""corn"","
image_figures_266.png,"""plate"","
image_figures_267.png,"""brambling"","
image_figures_268.png,"""sink"","
image_figures_269.png,"""geyser"","
image_figures_270.png,"""barn spider"","
image_figures_271.png,"""geyser"","
image_figures_272.png,"""sea anemone"","
image_figures_273.png,"""goblet"","
image_figures_274.png,"""pickup truck"","
image_figures_275.png,"""plate"","
image_figures_276.png,"""geyser"","
image_figures_277.png,"""sandal"","
image_figures_278.png,"""loupe"","
image_figures_279.png,"""geyser"","
image_figures_280.png,"""geyser"","
image_figures_281.png,"""sea anemone"","
image_figures_282.png,"""television"","
image_figures_283.png,"""stretcher"","
image_figures_284.png,"""hatchet"","
image_figures_285.png,"""newt"","
image_figures_286.png,"""plate"","
image_figures_287.png,"""disc brake"","
image_figures_288.png,"""black swan"","
image_figures_289.png,"""sink"","
image_figures_290.png,"""space bar"","
image_figures_291.png,"""sink"","
image_figures_292.png,"""sea anemone"","
image_figures_293.png,"""sink"","
image_figures_294.png,"""car mirror"","
image_figures_295.png,"""coral reef"","
image_figures_296.png,"""television"","
image_figures_297.png,"""couch"","
image_figures_298.png,"""television"","
image_figures_299.png,"""airship"","
image_figures_300.png,"""plate"","
image_figures_301.png,"""television"","
image_figures_302.png,"""plate"","
image_figures_303.png,"""church"","
image_figures_304.png,"""spotted salamander"","
image_figures_305.png,"""plate"","
